hour_block,temperature
2025-08-18 07:00:00,64.1
2025-08-18 08:00:00,64.3
2025-08-18 11:00:00,61.73394077448747
2025-08-18 12:00:00,59.77602427921093
2025-08-18 13:00:00,58.509726443769
2025-08-18 14:00:00,58.67090909090909
2025-08-18 15:00:00,59.319213313161875
2025-08-18 16:00:00,57.13257575757576
2025-08-18 17:00:00,59.916969696969694
2025-08-18 18:00:00,58.43587223587224
2025-08-18 21:00:00,55.1
2025-08-18 22:00:00,54.8
2025-08-19 02:00:00,55.0
2025-08-19 05:00:00,54.9
2025-08-19 06:00:00,54.8
2025-08-19 09:00:00,54.6
2025-08-19 11:00:00,56.129999999999995
2025-08-19 12:00:00,60.406798245614034
2025-08-19 13:00:00,57.162921348314605
2025-08-19 14:00:00,56.524875621890544
2025-08-19 16:00:00,58.35
2025-08-20 10:00:00,60.45227272727273
2025-08-20 11:00:00,61.58068669527896
2025-08-21 09:00:00,56.15596330275229
2025-08-21 12:00:00,54.8
2025-08-22 13:00:00,54.775
2025-08-22 14:00:00,54.5
2025-09-06 22:00:00,35.38333333333333
2025-09-06 23:00:00,33.7375
2025-09-07 00:00:00,37.7875
2025-09-07 01:00:00,35.3
2025-09-07 02:00:00,35.4875
2025-09-07 03:00:00,38.1875
2025-09-07 04:00:00,37.2
2025-09-07 05:00:00,39.45
2025-09-07 06:00:00,38.2625
2025-09-07 07:00:00,36.875
2025-09-07 08:00:00,49.2125
2025-09-07 09:00:00,48.3375
2025-09-07 10:00:00,47.6875
2025-09-07 11:00:00,47.725
2025-09-07 12:00:00,50.5
2025-09-07 13:00:00,45.7875
2025-09-07 14:00:00,49.175
2025-09-07 15:00:00,46.85
2025-09-07 16:00:00,46.0875
2025-09-07 17:00:00,47.65
2025-09-07 18:00:00,50.6
2025-09-07 19:00:00,46.5375
2025-09-07 20:00:00,47.125
2025-09-07 21:00:00,38.2375
2025-09-07 22:00:00,35.1
2025-09-07 23:00:00,36.775
2025-09-08 00:00:00,35.7375
2025-09-08 01:00:00,37.8
2025-09-08 02:00:00,37.0625
2025-09-08 03:00:00,39.0375
2025-09-08 04:00:00,38.55
2025-09-08 05:00:00,39.75
2025-09-08 06:00:00,37.55
2025-09-08 07:00:00,37.3375
2025-09-08 08:00:00,49.2
2025-09-08 09:00:00,46.475
2025-09-08 10:00:00,43.8125
2025-09-08 11:00:00,47.45
2025-09-08 12:00:00,47.3875
2025-09-08 13:00:00,47.4875
2025-09-08 14:00:00,46.7625
2025-09-08 15:00:00,49.9125
2025-09-08 16:00:00,47.975
2025-09-08 17:00:00,47.7125
2025-09-08 18:00:00,48.625
2025-09-08 19:00:00,46.4375
2025-09-08 20:00:00,47.025
2025-09-08 21:00:00,36.9
2025-09-08 22:00:00,38.275
2025-09-08 23:00:00,36.8875
2025-09-09 00:00:00,36.3
2025-09-09 01:00:00,34.325
2025-09-09 02:00:00,36.4125
2025-09-09 03:00:00,39.85
2025-09-09 04:00:00,36.0375
2025-09-09 05:00:00,35.9
2025-09-09 06:00:00,36.15
2025-09-09 07:00:00,37.3
2025-09-09 08:00:00,46.4375
2025-09-09 09:00:00,47.3875
2025-09-09 10:00:00,46.9125
2025-09-09 11:00:00,46.1375
2025-09-09 12:00:00,50.05
2025-09-09 13:00:00,47.075
2025-09-09 14:00:00,44.175
2025-09-09 15:00:00,46.5
2025-09-09 16:00:00,48.5625
2025-09-09 17:00:00,48.5875
2025-09-09 18:00:00,46.65
2025-09-09 19:00:00,46.2125
2025-09-09 20:00:00,46.7625
2025-09-09 21:00:00,35.35
2025-09-09 22:00:00,37.925
2025-09-09 23:00:00,35.9375
2025-09-10 00:00:00,35.1625
2025-09-10 01:00:00,37.125
2025-09-10 02:00:00,38.6125
2025-09-10 03:00:00,38.8625
2025-09-10 04:00:00,36.75
2025-09-10 05:00:00,35.25
2025-09-10 06:00:00,40.575
2025-09-10 07:00:00,36.425
2025-09-10 08:00:00,44.775
2025-09-10 09:00:00,49.8875
2025-09-10 10:00:00,46.5875
2025-09-10 11:00:00,48.1875
2025-09-10 12:00:00,46.7875
2025-09-10 13:00:00,45.5375
2025-09-10 14:00:00,45.0125
2025-09-10 15:00:00,48.35
2025-09-10 16:00:00,45.5875
2025-09-10 17:00:00,45.0625
2025-09-10 18:00:00,46.575
2025-09-10 19:00:00,50.0
2025-09-10 20:00:00,48.3125
2025-09-10 21:00:00,37.45
2025-09-10 22:00:00,41.0375
2025-09-10 23:00:00,39.55
2025-09-11 00:00:00,35.525
2025-09-11 01:00:00,38.15
2025-09-11 02:00:00,37.625
2025-09-11 03:00:00,37.1125
2025-09-11 04:00:00,37.1375
2025-09-11 05:00:00,36.7625
2025-09-11 06:00:00,38.8375
2025-09-11 07:00:00,35.7125
2025-09-11 08:00:00,54.67999999999999
2025-09-11 09:00:00,57.835478260869564
2025-09-11 10:00:00,60.62462462462462
2025-09-11 11:00:00,67.19804804804805
2025-09-11 12:00:00,71.86626686656672
2025-09-11 13:00:00,74.56941747572816
2025-09-11 14:00:00,72.73927392739274
2025-09-11 15:00:00,73.54530201342281
2025-09-11 16:00:00,70.71538461538461
2025-09-11 17:00:00,44.025
2025-09-11 18:00:00,46.3125
2025-09-11 19:00:00,45.6
2025-09-11 20:00:00,47.275
2025-09-11 21:00:00,40.6
2025-09-11 22:00:00,34.4
2025-09-11 23:00:00,36.5375
2025-09-12 00:00:00,37.8
2025-09-12 01:00:00,38.2625
2025-09-12 02:00:00,36.4
2025-09-12 03:00:00,37.875
2025-09-12 04:00:00,38.8125
2025-09-12 05:00:00,38.55
2025-09-12 06:00:00,34.9
2025-09-12 07:00:00,36.65
2025-09-12 08:00:00,46.2125
2025-09-12 09:00:00,48.5125
2025-09-12 10:00:00,46.6875
2025-09-12 11:00:00,45.675
2025-09-12 12:00:00,48.875
2025-09-12 13:00:00,45.225
2025-09-12 14:00:00,47.975
2025-09-12 15:00:00,46.2625
2025-09-12 16:00:00,47.9125
2025-09-12 17:00:00,47.175
2025-09-12 18:00:00,46.625
2025-09-12 19:00:00,47.1
2025-09-12 20:00:00,55.697560975609754
2025-09-12 21:00:00,37.4625
2025-09-12 22:00:00,39.75
2025-09-12 23:00:00,38.8375
2025-09-13 00:00:00,40.4375
2025-09-13 01:00:00,37.8
2025-09-13 02:00:00,34.7625
2025-09-13 03:00:00,37.5875
2025-09-13 04:00:00,37.675
2025-09-13 05:00:00,36.2
2025-09-13 06:00:00,37.7375
2025-09-13 07:00:00,35.7375
2025-09-13 08:00:00,43.5
2025-09-13 09:00:00,51.825
2025-09-13 10:00:00,48.1
2025-09-13 11:00:00,48.1625
2025-09-13 12:00:00,47.3
2025-09-13 13:00:00,47.4875
2025-09-13 14:00:00,45.6
2025-09-13 15:00:00,45.2875
2025-09-13 16:00:00,49.95
2025-09-13 17:00:00,47.75
2025-09-13 18:00:00,48.3375
2025-09-13 19:00:00,57.38507462686567
2025-09-13 20:00:00,48.75
2025-09-13 21:00:00,37.5
2025-09-13 22:00:00,59.51255144032922
2025-09-13 23:00:00,59.2168324407039
2025-09-14 00:00:00,58.53932291666666
2025-09-15 09:00:00,50.0
2025-09-15 19:00:00,49.9
2025-09-25 12:00:00,55.9624584717608
2025-09-25 13:00:00,56.11281224818695
2025-09-25 14:00:00,60.57298273785628
2025-09-25 15:00:00,61.22550171316691
2025-09-25 16:00:00,60.7
2025-09-25 19:00:00,58.6
2025-09-25 20:00:00,58.79999999999999
2025-09-26 04:00:00,62.457142857142856
2025-09-26 05:00:00,60.65
2025-09-26 06:00:00,60.46
2025-09-26 07:00:00,60.96
2025-09-26 08:00:00,60.871428571428574
2025-09-26 09:00:00,60.6
2025-09-26 10:00:00,60.699999999999996
2025-09-26 11:00:00,60.826262626262626
2025-09-26 12:00:00,60.76666666666667
2025-09-26 13:00:00,60.5
2025-09-26 14:00:00,61.111111111111114
2025-09-26 15:00:00,60.02571428571428
2025-09-26 16:00:00,64.23019017432647
2025-09-26 17:00:00,64.62703826955075
2025-09-26 18:00:00,60.15140758873929
2025-09-26 19:00:00,59.29548267326733
2025-09-29 10:00:00,50.0
2025-09-30 23:00:00,59.376576576576575
2025-10-01 00:00:00,57.85391969407266
2025-10-01 09:00:00,57.732
2025-10-01 10:00:00,60.271240601503756
2025-10-01 11:00:00,64.34671532846716
2025-10-01 12:00:00,61.49971590909092
2025-10-01 16:00:00,56.9112676056338
2025-10-01 17:00:00,57.04612676056338
2025-10-05 23:00:00,58.81200750469043
2025-10-06 00:00:00,56.124115755627
2025-10-06 08:00:00,59.57831325301205
2025-10-06 09:00:00,62.18238805970149
2025-10-06 10:00:00,63.7118006993007
2025-10-06 11:00:00,69.36604987932422
2025-10-06 12:00:00,74.80120378331901
2025-10-06 13:00:00,75.53233082706767
2025-10-06 14:00:00,79.45865051903114
2025-10-06 15:00:00,73.77830446672745
2025-10-06 16:00:00,74.02671480144404
2025-10-06 17:00:00,70.84673629242819
