id,timestamp,sensor,value,z_score
73,2025-07-02 17:44:23.936724+02:00,flow_rate,367.5,1.02
74,2025-07-02 17:44:23.936724+02:00,vibration,4.96,-1.83
75,2025-07-02 17:44:23.936724+02:00,humidity,40.9,-1.78
76,2025-07-02 17:44:38.676004+02:00,pressure,208.5,1.51
77,2025-07-02 17:44:38.709635+02:00,temperature,61.3,1.96
78,2025-07-02 17:44:38.709635+02:00,vibration,4.97,-1.56
79,2025-07-02 17:44:38.709635+02:00,humidity,41.0,-1.49
80,2025-07-02 17:44:53.348224+02:00,temperature,61.8,1.8
81,2025-07-02 17:44:53.382170+02:00,flow_rate,376.4,1.02
82,2025-07-02 17:44:53.382170+02:00,vibration,4.76,-1.56
83,2025-07-02 17:45:08.192128+02:00,temperature,62.3,1.7
84,2025-07-02 17:45:08.226128+02:00,vibration,5.1,-0.8
85,2025-07-02 17:45:22.971144+02:00,vibration,4.85,-1.01
86,2025-07-02 17:45:22.972104+02:00,humidity,43.5,1.18
87,2025-07-02 17:45:37.682905+02:00,vibration,4.78,-1.09
88,2025-07-02 17:45:37.717335+02:00,humidity,43.9,1.14
89,2025-07-02 17:45:52.341511+02:00,flow_rate,386.9,1.79
90,2025-07-02 17:45:52.375985+02:00,vibration,4.78,-0.97
91,2025-07-02 17:45:52.375985+02:00,humidity,44.6,1.5
92,2025-07-02 17:46:07.239508+02:00,temperature,61.7,0.86
93,2025-07-02 17:46:21.948079+02:00,pressure,234.4,2.95
94,2025-07-02 17:46:21.981869+02:00,flow_rate,388.0,1.53
95,2025-07-02 17:46:21.981869+02:00,vibration,4.86,-0.62
96,2025-07-02 17:46:21.981869+02:00,humidity,45.0,1.4
97,2025-07-02 17:46:36.905559+02:00,pressure,238.3,2.65
98,2025-07-02 17:46:36.939257+02:00,temperature,61.9,0.98
99,2025-07-02 17:46:36.939257+02:00,flow_rate,385.6,1.04
100,2025-07-02 17:46:36.939257+02:00,vibration,5.2,1.44
101,2025-07-02 17:46:51.494612+02:00,pressure,238.7,2.03
102,2025-07-02 17:46:51.496552+02:00,vibration,4.66,-1.59
103,2025-07-02 17:47:06.153105+02:00,pressure,245.5,2.03
104,2025-07-02 17:47:06.187844+02:00,temperature,60.9,-0.87
105,2025-07-02 17:47:06.187844+02:00,vibration,4.76,-0.63
106,2025-07-02 17:47:20.932908+02:00,temperature,60.7,-0.94
107,2025-07-02 17:47:20.966397+02:00,flow_rate,389.3,1.37
108,2025-07-02 17:47:20.967483+02:00,vibration,4.7,-0.8
109,2025-07-02 17:47:35.611642+02:00,flow_rate,400.8,2.23
110,2025-07-02 17:47:35.646455+02:00,humidity,45.3,1.39
111,2025-07-02 17:47:50.185615+02:00,flow_rate,392.3,1.02
112,2025-07-02 17:47:50.186579+02:00,vibration,4.6,-0.93
113,2025-07-02 17:48:04.725453+02:00,vibration,5.04,1.03
114,2025-07-02 17:48:19.329468+02:00,pressure,210.4,-1.6
115,2025-07-02 17:48:19.362833+02:00,flow_rate,366.6,-1.75
116,2025-07-02 17:48:19.362833+02:00,vibration,5.47,2.18
117,2025-07-02 17:48:19.363919+02:00,humidity,46.1,1.87
118,2025-07-02 17:48:34.146171+02:00,flow_rate,350.2,-2.38
119,2025-07-02 17:48:34.180473+02:00,vibration,5.41,1.58
120,2025-07-02 17:48:48.794115+02:00,temperature,60.6,-1.39
121,2025-07-02 17:48:48.796077+02:00,flow_rate,346.0,-1.99
122,2025-07-02 17:48:48.796077+02:00,vibration,5.63,1.74
123,2025-07-02 17:48:48.796077+02:00,humidity,45.5,1.01
124,2025-07-02 17:49:03.356816+02:00,flow_rate,346.4,-1.21
125,2025-07-02 17:49:03.391512+02:00,vibration,6.02,2.04
126,2025-07-02 17:49:18.041586+02:00,temperature,60.2,-1.85
127,2025-07-02 17:49:18.075857+02:00,flow_rate,340.3,-1.29
128,2025-07-02 17:49:18.075857+02:00,vibration,6.54,2.17
129,2025-07-02 17:49:18.075857+02:00,humidity,42.4,-2.05
130,2025-07-02 17:49:32.922623+02:00,temperature,60.3,-1.13
131,2025-07-02 17:49:32.957423+02:00,vibration,7.43,2.55
132,2025-07-02 17:49:32.957423+02:00,humidity,43.3,-1.06
133,2025-07-02 17:49:47.838535+02:00,temperature,59.5,-2.11
134,2025-07-02 17:49:47.872185+02:00,flow_rate,334.9,-1.1
135,2025-07-02 17:49:47.872185+02:00,vibration,7.62,1.97
136,2025-07-02 17:49:47.872185+02:00,humidity,43.2,-1.15
137,2025-07-02 17:50:02.594932+02:00,temperature,59.7,-1.42
138,2025-07-02 17:50:02.629612+02:00,flow_rate,315.6,-1.54
139,2025-07-02 17:50:02.629612+02:00,vibration,7.73,1.59
140,2025-07-02 17:50:02.629612+02:00,humidity,41.3,-2.42
141,2025-07-02 17:50:17.431538+02:00,pressure,240.6,1.72
142,2025-07-02 17:50:17.433732+02:00,temperature,59.8,-0.98
143,2025-07-02 17:50:17.433732+02:00,flow_rate,297.6,-1.87
144,2025-07-02 17:50:17.433732+02:00,vibration,7.6,1.15
145,2025-07-02 17:50:17.433732+02:00,humidity,40.7,-2.03
146,2025-07-02 17:50:31.967048+02:00,temperature,59.1,-1.6
147,2025-07-02 17:50:32.002103+02:00,flow_rate,271.5,-2.29
148,2025-07-02 17:50:32.002103+02:00,vibration,7.73,1.1
149,2025-07-02 17:50:32.002103+02:00,humidity,39.2,-2.28
150,2025-07-02 17:50:46.718359+02:00,flow_rate,240.7,-2.46
151,2025-07-02 17:51:01.454631+02:00,temperature,60.7,1.06
152,2025-07-02 17:51:01.489107+02:00,flow_rate,234.3,-1.87
153,2025-07-02 17:51:01.489107+02:00,vibration,7.81,0.87
154,2025-07-02 17:51:15.991649+02:00,temperature,61.1,1.83
155,2025-07-02 17:51:15.993894+02:00,flow_rate,243.7,-1.29
156,2025-07-02 17:51:30.493799+02:00,flow_rate,239.9,-1.14
157,2025-07-02 17:51:30.526944+02:00,vibration,8.2,1.37
158,2025-07-02 17:51:30.526944+02:00,humidity,38.8,-1.42
159,2025-07-02 17:51:45.201355+02:00,temperature,60.9,1.77
160,2025-07-02 17:51:45.202350+02:00,humidity,37.3,-1.93
161,2025-07-02 17:52:00.589271+02:00,pressure,239.9,1.75
162,2025-07-02 17:52:00.622914+02:00,temperature,60.7,1.17
163,2025-07-02 17:52:00.622914+02:00,vibration,7.34,-1.87
164,2025-07-02 17:52:00.623969+02:00,humidity,36.8,-1.62
165,2025-07-02 17:52:29.812919+02:00,vibration,8.18,2.07
166,2025-07-02 17:52:44.460378+02:00,pressure,245.6,1.72
167,2025-07-02 17:52:44.495349+02:00,vibration,8.35,2.19
168,2025-07-02 17:52:59.314009+02:00,vibration,8.06,0.86
169,2025-07-02 17:53:14.158766+02:00,flow_rate,276.7,1.63
170,2025-07-02 17:53:14.192579+02:00,vibration,7.29,-2.02
171,2025-07-02 17:53:14.192579+02:00,humidity,41.5,1.78
172,2025-07-02 17:53:28.894533+02:00,temperature,59.1,-2.68
173,2025-07-02 17:53:28.929693+02:00,flow_rate,285.0,1.85
174,2025-07-02 17:53:28.929693+02:00,vibration,7.22,-1.73
175,2025-07-02 17:53:28.929693+02:00,humidity,43.3,2.35
176,2025-07-02 17:53:43.773098+02:00,temperature,59.4,-1.62
177,2025-07-02 17:53:43.775104+02:00,vibration,7.15,-1.33
178,2025-07-02 17:53:58.308087+02:00,temperature,58.5,-2.68
179,2025-07-02 17:53:58.310130+02:00,flow_rate,302.4,2.72
180,2025-07-02 17:53:58.310130+02:00,vibration,7.25,-0.91
181,2025-07-02 17:53:58.310130+02:00,humidity,42.9,1.5
182,2025-07-02 17:54:12.721632+02:00,temperature,58.2,-2.1
183,2025-07-02 17:54:12.755947+02:00,vibration,7.09,-1.17
184,2025-07-02 17:54:12.755947+02:00,humidity,43.0,1.24
185,2025-07-02 17:54:27.334402+02:00,temperature,58.4,-1.51
186,2025-07-02 17:54:27.368240+02:00,vibration,7.04,-1.08
187,2025-07-02 17:54:27.368240+02:00,humidity,43.8,1.48
188,2025-07-02 17:54:42.047625+02:00,temperature,58.1,-1.53
189,2025-07-02 17:54:42.048585+02:00,vibration,7.2,-0.63
190,2025-07-02 17:54:42.048585+02:00,humidity,43.7,1.16
191,2025-07-02 17:54:56.863593+02:00,temperature,58.0,-1.29
192,2025-07-02 17:54:56.865589+02:00,flow_rate,252.2,-1.58
193,2025-07-02 17:54:56.865589+02:00,vibration,7.74,0.67
194,2025-07-02 17:54:56.865589+02:00,humidity,44.1,1.05
195,2025-07-02 17:55:11.572114+02:00,temperature,57.1,-1.96
196,2025-07-02 17:55:11.574776+02:00,vibration,8.44,2.4
197,2025-07-02 17:55:26.364928+02:00,temperature,57.3,-1.25
198,2025-07-02 17:55:26.399439+02:00,flow_rate,245.2,-1.8
199,2025-07-02 17:55:26.399439+02:00,vibration,7.95,1.23
200,2025-07-02 17:55:41.300888+02:00,flow_rate,226.6,-2.23
201,2025-07-02 17:55:41.335861+02:00,vibration,8.1,1.34
202,2025-07-02 17:55:57.180252+02:00,temperature,57.4,-0.91
203,2025-07-02 17:55:57.215890+02:00,flow_rate,203.8,-2.48
204,2025-07-02 17:55:57.215890+02:00,vibration,8.03,0.92
205,2025-07-02 17:55:57.215890+02:00,humidity,45.1,1.36
206,2025-07-02 17:56:11.129471+02:00,pressure,211.3,-2.54
207,2025-07-02 17:56:11.162518+02:00,temperature,58.4,0.81
208,2025-07-02 17:56:11.162518+02:00,flow_rate,196.5,-1.89
209,2025-07-02 17:56:11.162518+02:00,vibration,8.02,0.71
210,2025-07-02 17:56:25.888164+02:00,temperature,59.0,2.08
211,2025-07-02 17:56:25.921817+02:00,flow_rate,199.4,-1.41
212,2025-07-02 17:56:25.921817+02:00,humidity,45.0,1.01
213,2025-07-02 17:56:40.347136+02:00,pressure,248.2,2.02
214,2025-07-02 17:56:40.349108+02:00,temperature,59.7,2.34
215,2025-07-02 17:56:40.349108+02:00,flow_rate,177.3,-1.66
216,2025-07-02 17:56:40.349108+02:00,humidity,46.8,3.01
217,2025-07-02 17:56:54.923283+02:00,temperature,60.1,2.1
218,2025-07-02 17:56:54.958648+02:00,flow_rate,178.8,-1.33
219,2025-07-02 17:56:54.958648+02:00,humidity,48.2,2.72
220,2025-07-02 17:57:09.618347+02:00,temperature,59.5,1.17
221,2025-07-02 17:57:09.652804+02:00,flow_rate,150.6,-1.83
222,2025-07-02 17:57:09.652804+02:00,vibration,8.36,1.14
223,2025-07-02 17:57:09.652804+02:00,humidity,47.4,1.6
224,2025-07-02 17:57:24.342086+02:00,vibration,8.47,1.38
225,2025-07-02 17:57:39.040025+02:00,vibration,8.41,0.9
226,2025-07-02 17:57:53.547802+02:00,flow_rate,222.7,1.34
227,2025-07-02 17:57:53.580800+02:00,vibration,8.84,1.98
228,2025-07-02 17:57:53.580800+02:00,humidity,44.1,-1.24
229,2025-07-02 17:58:08.226106+02:00,pressure,210.3,-1.67
230,2025-07-02 17:58:08.260041+02:00,flow_rate,245.3,2.23
231,2025-07-02 17:58:08.260041+02:00,vibration,8.8,1.44
232,2025-07-02 17:58:08.260041+02:00,humidity,41.9,-2.27
233,2025-07-02 17:58:22.775378+02:00,flow_rate,245.4,1.74
234,2025-07-02 17:58:22.783508+02:00,vibration,8.74,1.07
235,2025-07-02 17:58:22.783508+02:00,humidity,40.3,-2.29
236,2025-07-02 17:58:37.514491+02:00,temperature,58.4,-1.06
237,2025-07-02 17:58:37.547958+02:00,flow_rate,237.6,1.17
238,2025-07-02 17:58:37.547958+02:00,vibration,8.73,0.93
239,2025-07-02 17:58:37.547958+02:00,humidity,41.2,-1.44
240,2025-07-02 17:58:52.406606+02:00,temperature,59.5,0.89
241,2025-07-02 17:58:52.439528+02:00,flow_rate,256.5,1.51
242,2025-07-02 17:58:52.439528+02:00,vibration,8.84,1.1
243,2025-07-02 17:59:07.333797+02:00,temperature,59.9,1.5
244,2025-07-02 17:59:22.413562+02:00,temperature,59.5,0.9
245,2025-07-02 17:59:22.447903+02:00,flow_rate,265.7,1.28
246,2025-07-02 17:59:22.447903+02:00,vibration,8.08,-2.48
247,2025-07-02 17:59:37.202517+02:00,flow_rate,271.1,1.23
248,2025-07-02 17:59:37.237586+02:00,vibration,7.97,-2.12
249,2025-07-02 17:59:51.929894+02:00,vibration,7.59,-2.53
250,2025-07-02 18:00:06.595116+02:00,pressure,243.1,1.62
251,2025-07-02 18:00:06.628764+02:00,temperature,59.6,1.05
252,2025-07-02 18:00:06.628764+02:00,vibration,7.16,-2.56
253,2025-07-02 18:00:06.628764+02:00,humidity,45.6,1.58
254,2025-07-02 18:00:22.715411+02:00,pressure,250.0,1.9
255,2025-07-02 18:00:22.716539+02:00,vibration,7.23,-1.74
256,2025-07-02 18:00:22.716539+02:00,humidity,45.0,1.12
257,2025-07-02 18:00:37.524827+02:00,pressure,250.0,1.6
258,2025-07-02 18:00:37.526833+02:00,temperature,58.6,-1.25
259,2025-07-02 18:00:37.526833+02:00,vibration,7.15,-1.52
260,2025-07-02 18:00:37.526833+02:00,humidity,46.7,1.94
261,2025-07-02 18:00:54.879784+02:00,vibration,7.5,-0.72
262,2025-07-02 18:00:54.914515+02:00,humidity,46.2,1.48
263,2025-07-02 18:01:11.894294+02:00,flow_rate,271.6,1.51
264,2025-07-02 18:01:11.896319+02:00,humidity,47.3,2.09
265,2025-07-02 18:01:31.474241+02:00,temperature,58.9,-1.18
266,2025-07-02 18:01:31.476243+02:00,flow_rate,283.3,1.9
267,2025-07-02 18:01:31.476243+02:00,vibration,7.33,-0.7
268,2025-07-02 18:01:31.476243+02:00,humidity,47.2,1.66
269,2025-07-02 18:01:49.097186+02:00,temperature,59.7,1.21
270,2025-07-02 18:01:49.132364+02:00,vibration,8.14,1.43
271,2025-07-02 18:02:05.646241+02:00,temperature,60.2,2.56
272,2025-07-02 18:02:05.681890+02:00,vibration,8.34,2.07
273,2025-07-02 18:02:05.681890+02:00,humidity,48.3,2.02
274,2025-07-02 18:02:23.280368+02:00,temperature,60.0,1.4
275,2025-07-02 18:02:23.313818+02:00,vibration,8.65,2.47
276,2025-07-02 18:02:23.313818+02:00,humidity,48.1,1.41
277,2025-07-02 18:02:42.166805+02:00,pressure,228.2,-2.37
278,2025-07-02 18:02:42.203542+02:00,temperature,60.9,2.58
279,2025-07-02 18:02:42.203542+02:00,flow_rate,233.6,-1.46
280,2025-07-02 18:02:42.203542+02:00,vibration,9.3,2.72
281,2025-07-02 18:02:42.203542+02:00,humidity,48.9,1.86
282,2025-07-02 18:03:01.781724+02:00,temperature,60.6,1.72
283,2025-07-02 18:03:01.817156+02:00,vibration,8.73,1.31
284,2025-07-02 18:03:01.817156+02:00,humidity,48.5,1.14
285,2025-07-02 18:03:19.925741+02:00,pressure,227.3,-1.63
286,2025-07-02 18:03:19.927516+02:00,temperature,60.9,1.76
287,2025-07-02 18:03:19.927516+02:00,flow_rate,224.9,-1.78
288,2025-07-02 18:03:19.927516+02:00,vibration,8.78,1.13
289,2025-07-02 18:03:19.927516+02:00,humidity,49.8,1.66
290,2025-07-02 18:03:36.281725+02:00,pressure,222.4,-1.78
291,2025-07-02 18:03:36.283379+02:00,temperature,61.0,1.58
292,2025-07-02 18:03:36.283379+02:00,flow_rate,219.5,-1.77
293,2025-07-02 18:03:36.283379+02:00,vibration,9.06,1.38
294,2025-07-02 18:03:36.283379+02:00,humidity,49.9,1.37
295,2025-07-02 18:03:53.332413+02:00,temperature,61.0,1.38
296,2025-07-02 18:03:53.367466+02:00,flow_rate,224.8,-1.25
297,2025-07-02 18:03:53.367466+02:00,vibration,9.29,1.43
298,2025-07-02 18:03:53.367466+02:00,humidity,50.3,1.38
299,2025-07-02 18:04:11.102229+02:00,temperature,61.0,1.18
300,2025-07-02 18:04:11.137745+02:00,flow_rate,200.1,-1.77
301,2025-07-02 18:04:11.137745+02:00,vibration,9.25,1.16
302,2025-07-02 18:04:29.659687+02:00,temperature,61.1,1.19
303,2025-07-02 18:04:29.695018+02:00,flow_rate,211.3,-1.08
304,2025-07-02 18:04:29.695018+02:00,vibration,9.16,0.87
305,2025-07-02 18:04:47.603431+02:00,pressure,241.3,1.78
306,2025-07-02 18:04:47.639385+02:00,temperature,61.3,1.46
307,2025-07-02 18:04:47.639385+02:00,flow_rate,207.6,-1.08
308,2025-07-02 18:05:06.063311+02:00,pressure,250.0,2.48
309,2025-07-02 18:05:06.067269+02:00,flow_rate,256.6,1.49
310,2025-07-02 18:05:23.381061+02:00,pressure,248.8,1.8
311,2025-07-02 18:05:23.383121+02:00,temperature,59.9,-2.08
312,2025-07-02 18:05:23.383121+02:00,flow_rate,248.7,1.18
313,2025-07-02 18:05:23.383121+02:00,vibration,8.21,-2.75
314,2025-07-02 18:05:41.089146+02:00,vibration,7.98,-2.67
315,2025-07-02 18:05:41.124385+02:00,humidity,48.1,-1.28
316,2025-07-02 18:05:58.618795+02:00,flow_rate,266.9,1.86
317,2025-07-02 18:05:58.621043+02:00,vibration,7.71,-2.18
318,2025-07-02 18:06:18.069958+02:00,flow_rate,276.5,1.89
319,2025-07-02 18:06:18.106055+02:00,vibration,8.15,-1.03
320,2025-07-02 18:06:36.354809+02:00,vibration,8.33,-0.62
321,2025-07-02 18:06:54.051966+02:00,temperature,60.0,-1.75
322,2025-07-02 18:06:54.086359+02:00,flow_rate,265.6,1.01
323,2025-07-02 18:06:54.086359+02:00,vibration,7.95,-1.09
324,2025-07-02 18:06:54.086359+02:00,humidity,49.9,1.86
325,2025-07-02 18:07:12.532243+02:00,temperature,60.1,-1.28
326,2025-07-02 18:07:12.568134+02:00,flow_rate,296.7,1.98
327,2025-07-02 18:07:12.568134+02:00,vibration,7.73,-1.25
328,2025-07-02 18:07:30.254645+02:00,temperature,59.3,-2.22
329,2025-07-02 18:07:30.289022+02:00,vibration,7.24,-1.85
330,2025-07-02 18:07:30.289022+02:00,humidity,50.1,2.07
331,2025-07-02 18:07:48.319052+02:00,temperature,59.9,-0.81
332,2025-07-02 18:07:48.322187+02:00,vibration,7.24,-1.59
333,2025-07-02 18:07:48.322187+02:00,humidity,51.8,3.42
334,2025-07-02 18:08:06.665125+02:00,temperature,59.7,-0.98
335,2025-07-02 18:08:06.700436+02:00,vibration,6.91,-1.93
336,2025-07-02 18:08:06.700436+02:00,humidity,51.2,2.13
337,2025-07-02 18:08:25.001872+02:00,vibration,6.73,-1.88
338,2025-07-02 18:08:42.354645+02:00,temperature,61.1,1.43
339,2025-07-02 18:08:42.389060+02:00,flow_rate,244.4,-1.57
340,2025-07-02 18:08:42.389060+02:00,vibration,6.38,-1.94
341,2025-07-02 18:08:59.238620+02:00,pressure,235.6,-1.65
342,2025-07-02 18:08:59.240619+02:00,temperature,60.9,0.93
343,2025-07-02 18:08:59.240619+02:00,flow_rate,250.6,-1.12
344,2025-07-02 18:08:59.240619+02:00,vibration,6.85,-0.87
345,2025-07-02 18:09:14.135038+02:00,temperature,61.3,1.39
346,2025-07-02 18:09:14.136987+02:00,vibration,6.81,-0.73
347,2025-07-02 18:09:14.136987+02:00,humidity,48.3,-1.01
348,2025-07-02 18:09:27.959453+02:00,temperature,61.0,0.85
349,2025-07-02 18:09:27.961517+02:00,flow_rate,279.6,1.28
350,2025-07-02 18:09:27.961517+02:00,humidity,47.7,-1.42
351,2025-07-02 18:09:41.788260+02:00,flow_rate,281.7,1.08
352,2025-07-02 18:09:41.793935+02:00,vibration,7.74,1.51
353,2025-07-02 18:09:56.240800+02:00,pressure,247.9,1.59
354,2025-07-02 18:09:56.245992+02:00,temperature,61.6,1.57
355,2025-07-02 18:09:56.245992+02:00,vibration,7.68,1.42
356,2025-07-02 18:10:10.536653+02:00,temperature,61.4,0.99
357,2025-07-02 18:10:10.538694+02:00,vibration,7.56,0.92
358,2025-07-02 18:10:24.484143+02:00,vibration,7.46,0.68
359,2025-07-02 18:10:24.489819+02:00,humidity,47.7,-1.26
360,2025-07-02 18:10:38.391646+02:00,temperature,60.6,-0.96
361,2025-07-02 18:10:38.392669+02:00,flow_rate,285.6,1.33
362,2025-07-02 18:10:38.392669+02:00,vibration,7.5,0.69
363,2025-07-02 18:10:38.392669+02:00,humidity,47.7,-1.09
364,2025-07-02 18:10:52.278538+02:00,temperature,60.2,-1.94
365,2025-07-02 18:10:52.279504+02:00,flow_rate,294.7,1.54
366,2025-07-02 18:10:52.279504+02:00,humidity,45.7,-3.14
367,2025-07-02 18:11:06.172165+02:00,pressure,222.0,-2.98
368,2025-07-02 18:11:06.174132+02:00,temperature,60.2,-1.83
369,2025-07-02 18:11:06.174132+02:00,vibration,6.94,-0.76
370,2025-07-02 18:11:06.174132+02:00,humidity,45.3,-2.38
371,2025-07-02 18:11:20.054715+02:00,pressure,218.6,-2.16
372,2025-07-02 18:11:20.060212+02:00,temperature,60.4,-1.07
373,2025-07-02 18:11:20.060212+02:00,flow_rate,302.4,1.61
374,2025-07-02 18:11:20.060212+02:00,vibration,6.33,-2.11
375,2025-07-02 18:11:20.060212+02:00,humidity,45.4,-1.66
376,2025-07-02 18:11:33.955917+02:00,pressure,215.0,-1.93
377,2025-07-02 18:11:33.961134+02:00,temperature,59.7,-2.0
378,2025-07-02 18:11:33.961134+02:00,vibration,6.39,-1.7
379,2025-07-02 18:11:33.961134+02:00,humidity,44.1,-2.14
380,2025-07-02 18:11:47.869592+02:00,temperature,59.7,-1.55
381,2025-07-02 18:11:47.876801+02:00,flow_rate,325.8,2.8
382,2025-07-02 18:11:47.876801+02:00,vibration,6.11,-1.79
383,2025-07-02 18:11:47.876801+02:00,humidity,42.8,-2.05
384,2025-07-02 18:12:01.715117+02:00,flow_rate,338.9,2.47
385,2025-07-02 18:12:01.719884+02:00,vibration,6.0,-1.53
386,2025-07-02 18:12:01.719884+02:00,humidity,41.3,-2.19
387,2025-07-02 18:12:15.624899+02:00,temperature,59.7,-1.21
388,2025-07-02 18:12:15.627863+02:00,flow_rate,340.2,1.8
389,2025-07-02 18:12:15.627863+02:00,vibration,5.24,-2.13
390,2025-07-02 18:12:15.627863+02:00,humidity,42.7,-1.12
391,2025-07-02 18:12:29.800169+02:00,temperature,59.8,-0.97
392,2025-07-02 18:12:29.804987+02:00,flow_rate,359.9,2.12
393,2025-07-02 18:12:29.804987+02:00,vibration,5.33,-1.59
394,2025-07-02 18:12:29.804987+02:00,humidity,41.8,-1.23
395,2025-07-02 18:12:43.641003+02:00,temperature,60.7,1.12
396,2025-07-02 18:12:43.642966+02:00,flow_rate,381.5,2.34
397,2025-07-02 18:12:43.642966+02:00,vibration,4.6,-2.02
398,2025-07-02 18:12:57.497794+02:00,temperature,60.7,1.38
399,2025-07-02 18:12:57.504703+02:00,flow_rate,384.3,1.62
400,2025-07-02 18:12:57.504703+02:00,vibration,4.5,-1.65
