timestamp,pressure,temperature,flow_rate,vibration,humidity,compressor_status
2025-06-30T19:59:10.082917+00:00,99.8,57.4,185.7,5.36,35.9,1
2025-06-30T19:59:11.085165+00:00,102.6,57.7,190.6,5.41,36.5,1
2025-06-30T19:59:12.086722+00:00,98.6,57.9,187.0,5.4,36.8,1
2025-06-30T19:59:13.088599+00:00,100.6,57.7,192.7,5.22,36.9,1
2025-06-30T19:59:14.090772+00:00,101.7,57.4,186.6,5.16,36.3,1
2025-06-30T19:59:15.093074+00:00,100.2,57.2,195.0,5.35,36.2,1
2025-06-30T19:59:16.095266+00:00,96.0,57.0,189.4,5.18,35.9,1
2025-06-30T19:59:17.096613+00:00,94.6,57.3,181.6,5.25,36.5,1
2025-06-30T19:59:18.098806+00:00,98.3,57.5,187.5,5.36,36.5,1
2025-06-30T19:59:21.177552+00:00,101.7,57.3,189.8,5.52,36.6,1
2025-06-30T19:59:22.179675+00:00,102.4,57.4,191.7,5.45,37.1,1
2025-06-30T19:59:23.181528+00:00,103.9,57.5,194.8,5.56,37.6,1
2025-06-30T19:59:24.183915+00:00,108.9,57.4,192.7,5.57,37.0,1
2025-06-30T19:59:25.185393+00:00,109.1,57.6,198.7,5.62,36.5,1
2025-06-30T19:59:26.187563+00:00,111.4,57.6,196.3,5.49,36.7,1
2025-06-30T19:59:27.188735+00:00,113.1,57.7,197.8,5.32,37.1,1
2025-06-30T19:59:28.191114+00:00,108.8,57.6,193.1,5.5,36.8,1
2025-06-30T19:59:29.193434+00:00,104.1,57.3,200.0,5.31,36.4,1
2025-06-30T19:59:30.195045+00:00,108.3,57.3,195.3,5.22,36.3,1
2025-06-30T19:59:33.288638+00:00,111.8,57.2,192.7,5.26,35.8,1
2025-06-30T19:59:34.290198+00:00,115.7,57.3,199.0,5.37,36.5,1
2025-06-30T19:59:35.292826+00:00,113.8,57.4,194.3,5.28,37.2,1
2025-06-30T19:59:36.295038+00:00,110.8,57.6,184.4,5.34,37.6,1
2025-06-30T19:59:37.296634+00:00,112.5,57.4,186.4,5.42,37.6,1
2025-06-30T19:59:38.298366+00:00,113.8,57.3,190.7,5.58,36.9,1
2025-06-30T19:59:39.299554+00:00,117.8,57.3,181.8,5.56,36.8,1
2025-06-30T19:59:40.300340+00:00,122.7,57.0,186.4,5.63,36.6,1
2025-06-30T19:59:41.301897+00:00,127.3,57.1,193.0,5.63,36.6,1
2025-06-30T19:59:42.304256+00:00,123.4,56.9,188.3,5.47,37.3,1
2025-06-30T19:59:45.390530+00:00,124.1,56.8,181.7,5.3,37.6,1
2025-06-30T19:59:46.392018+00:00,123.7,56.7,182.7,5.4,38.2,1
2025-06-30T19:59:47.393125+00:00,127.7,56.4,191.3,5.24,38.3,1
2025-06-30T19:59:48.394602+00:00,123.7,56.6,194.7,5.37,38.4,1
2025-06-30T19:59:49.395267+00:00,128.2,56.4,191.1,5.44,38.8,1
2025-06-30T19:59:50.396773+00:00,128.8,56.4,192.3,5.59,38.2,1
2025-06-30T19:59:51.399049+00:00,126.2,56.7,190.1,5.61,38.0,1
2025-06-30T19:59:52.400033+00:00,131.2,57.0,190.5,5.57,37.6,1
2025-06-30T19:59:53.402432+00:00,130.7,57.1,184.7,5.5,38.2,1
2025-06-30T19:59:54.402980+00:00,126.2,57.1,191.1,5.54,38.2,1
2025-06-30T19:59:57.460424+00:00,129.2,56.8,188.1,5.35,38.0,1
2025-06-30T19:59:58.462314+00:00,126.8,56.7,194.5,5.39,37.3,1
2025-06-30T19:59:59.463365+00:00,130.4,56.6,198.2,5.24,37.2,1
2025-06-30T20:00:00.464400+00:00,130.4,56.9,194.2,5.21,37.8,1
2025-06-30T20:00:01.466592+00:00,127.5,56.6,201.1,5.24,37.1,1
2025-06-30T20:00:02.469036+00:00,128.6,56.5,198.0,5.28,37.0,1
2025-06-30T20:00:03.470983+00:00,130.9,56.6,194.2,5.25,37.3,1
2025-06-30T20:00:04.473004+00:00,132.3,56.8,188.9,5.4,37.3,1
2025-06-30T20:00:05.473780+00:00,133.9,57.0,178.9,5.4,36.8,1
2025-06-30T20:00:06.476016+00:00,129.4,56.7,174.9,5.43,36.9,1
2025-06-30T20:00:09.627340+00:00,133.0,56.9,171.3,5.51,36.5,1
2025-06-30T20:00:10.629651+00:00,132.0,56.8,161.8,5.37,35.9,1
2025-06-30T20:00:11.630142+00:00,134.7,57.0,157.9,5.44,35.4,1
2025-06-30T20:00:12.631502+00:00,129.8,57.2,166.1,5.36,35.9,1
2025-06-30T20:00:13.633399+00:00,125.1,57.1,170.4,5.34,36.3,1
2025-06-30T20:00:14.634918+00:00,127.9,57.0,165.0,5.46,35.7,1
2025-06-30T20:00:15.636218+00:00,130.2,56.8,163.4,5.32,36.2,1
2025-06-30T20:00:16.637983+00:00,133.0,56.8,157.1,5.38,35.9,1
2025-06-30T20:00:17.639802+00:00,130.8,56.7,154.2,5.52,35.4,1
2025-06-30T20:00:18.641782+00:00,129.3,56.8,157.6,5.56,35.4,1
2025-06-30T20:00:21.734133+00:00,128.0,57.1,162.6,5.38,35.3,1
2025-06-30T20:00:22.736055+00:00,130.5,57.4,167.1,5.42,35.6,1
2025-06-30T20:00:23.737643+00:00,131.3,57.2,162.5,5.49,35.4,1
2025-06-30T20:00:24.738862+00:00,130.1,57.2,154.4,5.39,35.6,1
2025-06-30T20:00:25.740582+00:00,126.9,57.0,152.0,5.51,35.4,1
2025-06-30T20:00:26.743390+00:00,127.3,57.1,145.2,5.52,35.4,1
2025-06-30T20:00:27.745174+00:00,126.0,57.1,139.0,5.69,35.9,1
2025-06-30T20:00:28.747159+00:00,123.1,57.0,131.6,5.86,36.3,1
2025-06-30T20:00:29.749198+00:00,122.3,56.7,138.3,5.98,36.6,1
2025-06-30T20:00:30.751193+00:00,122.1,56.6,141.0,5.94,35.9,1
2025-06-30T20:00:33.834638+00:00,120.4,56.3,140.8,5.77,36.1,1
2025-06-30T20:00:34.836970+00:00,115.8,56.1,133.0,5.71,35.5,1
2025-06-30T20:00:35.837146+00:00,118.2,55.8,139.0,5.55,35.2,1
2025-06-30T20:00:36.838503+00:00,123.0,55.6,132.2,5.71,35.2,1
2025-06-30T20:00:37.840198+00:00,126.4,55.8,132.6,5.8,35.5,1
2025-06-30T20:00:38.841512+00:00,122.9,56.0,128.4,5.92,35.6,1
2025-06-30T20:00:39.843055+00:00,122.9,56.0,130.6,6.05,35.7,1
2025-06-30T20:00:40.844791+00:00,121.1,56.2,124.7,6.06,35.6,1
2025-06-30T20:00:41.845900+00:00,117.5,56.2,120.2,6.03,35.3,1
2025-06-30T20:00:42.847133+00:00,122.3,56.5,128.2,6.21,34.8,1
2025-06-30T20:00:46.166718+00:00,122.5,56.5,137.9,6.11,35.5,1
2025-06-30T20:00:47.169016+00:00,122.6,56.4,130.4,6.18,36.2,1
2025-06-30T20:00:48.169945+00:00,122.9,56.3,138.2,6.2,35.8,1
2025-06-30T20:00:49.172429+00:00,121.7,56.0,132.2,6.25,36.5,1
2025-06-30T20:00:50.174062+00:00,121.7,56.1,132.9,6.11,35.8,1
2025-06-30T20:00:51.176929+00:00,117.5,56.2,137.2,5.95,35.6,1
2025-06-30T20:00:52.179303+00:00,118.0,56.3,129.1,5.94,35.4,1
2025-06-30T20:00:53.180834+00:00,118.4,56.1,125.0,5.86,35.3,1
2025-06-30T20:00:54.182368+00:00,122.7,56.4,131.6,5.84,35.3,1
2025-06-30T20:00:55.183673+00:00,119.6,56.4,133.2,5.68,35.5,1
2025-06-30T20:00:58.315429+00:00,124.5,56.2,132.5,5.85,35.3,1
2025-06-30T20:00:59.317796+00:00,125.1,55.9,134.2,6.01,34.7,1
2025-06-30T20:01:00.319166+00:00,122.1,56.0,126.5,6.08,34.3,1
2025-06-30T20:01:01.321674+00:00,122.4,56.2,127.2,6.05,34.3,1
2025-06-30T20:01:02.322903+00:00,118.1,56.0,117.4,6.08,34.0,1
2025-06-30T20:01:03.323610+00:00,115.4,56.2,108.4,6.22,34.4,1
2025-06-30T20:01:04.325882+00:00,111.1,56.4,116.6,6.02,34.9,1
2025-06-30T20:01:05.328658+00:00,114.5,56.5,120.7,6.12,35.3,1
2025-06-30T20:01:06.329048+00:00,111.1,56.5,113.4,5.92,35.5,1
2025-06-30T20:01:07.330217+00:00,110.2,56.7,118.7,5.79,35.2,1
2025-06-30T20:01:10.513177+00:00,107.6,56.7,121.5,5.69,35.2,1
2025-06-30T20:01:11.514335+00:00,109.6,56.7,125.5,5.84,35.9,1
2025-06-30T20:01:12.515699+00:00,106.1,56.7,129.3,5.96,35.5,1
2025-06-30T20:01:13.518298+00:00,106.2,56.8,122.7,5.92,35.3,1
2025-06-30T20:01:14.519817+00:00,109.4,56.5,118.9,5.87,35.1,1
2025-06-30T20:01:15.521564+00:00,113.3,56.3,125.3,5.85,35.8,1
2025-06-30T20:01:16.523359+00:00,114.6,56.4,133.0,5.68,35.9,1
2025-06-30T20:01:17.524492+00:00,118.6,56.3,128.4,5.59,35.3,1
2025-06-30T20:01:18.526016+00:00,116.3,56.6,129.6,5.74,35.9,1
2025-06-30T20:01:19.527304+00:00,115.5,56.5,136.7,5.57,35.6,1
2025-06-30T20:01:22.690253+00:00,118.0,56.5,142.7,5.66,35.6,1
2025-06-30T20:01:23.691947+00:00,116.5,56.3,151.1,5.62,36.1,1
2025-06-30T20:01:24.693132+00:00,112.3,56.3,160.7,5.63,36.4,1
2025-06-30T20:01:25.694139+00:00,112.7,56.1,153.6,5.61,36.9,1
2025-06-30T20:01:26.696629+00:00,112.3,56.0,152.2,5.75,36.7,1
2025-06-30T20:01:27.699271+00:00,116.6,55.9,155.0,5.87,36.2,1
2025-06-30T20:01:28.699863+00:00,112.4,56.0,158.8,6.03,35.7,1
2025-06-30T20:01:29.700986+00:00,115.9,56.2,168.7,6.02,36.1,1
2025-06-30T20:01:30.702259+00:00,116.4,56.3,170.8,6.16,35.8,1
2025-06-30T20:01:31.703475+00:00,115.6,56.0,180.4,6.12,35.5,1
2025-06-30T20:01:35.385887+00:00,110.7,55.8,178.1,6.11,35.5,1
2025-06-30T20:01:36.386340+00:00,113.4,55.7,182.9,6.03,36.2,1
2025-06-30T20:01:37.387817+00:00,117.0,55.9,191.2,6.13,36.1,1
2025-06-30T20:01:38.388783+00:00,120.1,55.9,196.3,6.28,36.5,1
2025-06-30T20:01:39.389847+00:00,124.9,56.1,205.6,6.18,36.8,1
2025-06-30T20:01:40.391335+00:00,128.0,55.8,206.8,6.29,36.2,1
2025-06-30T20:01:41.392130+00:00,130.1,55.6,211.6,6.31,36.6,1
2025-06-30T20:01:42.392668+00:00,132.3,55.3,213.7,6.49,36.0,1
2025-06-30T20:01:43.394240+00:00,131.8,55.5,211.1,6.37,36.3,1
2025-06-30T20:01:44.395711+00:00,131.2,55.6,213.9,6.25,36.1,1
2025-06-30T20:01:47.894333+00:00,127.4,55.4,211.6,6.1,36.2,1
2025-06-30T20:01:48.896071+00:00,124.1,55.5,213.2,5.91,35.8,1
2025-06-30T20:01:49.897155+00:00,119.5,55.4,214.4,5.96,35.9,1
2025-06-30T20:01:50.898309+00:00,116.6,55.7,220.8,6.06,35.3,1
2025-06-30T20:01:51.899068+00:00,111.9,55.9,215.2,6.21,35.1,1
2025-06-30T20:01:52.899719+00:00,114.5,56.2,219.2,6.23,35.1,1
2025-06-30T20:01:53.901841+00:00,114.7,56.3,210.3,6.42,34.4,1
2025-06-30T20:01:54.902876+00:00,110.3,56.3,218.1,6.26,35.1,1
2025-06-30T20:01:55.903657+00:00,114.9,56.3,227.8,6.39,34.6,1
2025-06-30T20:01:56.904781+00:00,112.0,56.1,220.1,6.51,35.2,1
2025-06-30T20:02:00.088740+00:00,114.9,56.2,224.3,6.62,35.5,1
2025-06-30T20:02:01.090848+00:00,117.8,56.2,224.0,6.58,35.4,1
2025-06-30T20:02:02.091992+00:00,121.5,56.2,232.2,6.76,35.3,1
2025-06-30T20:02:03.094427+00:00,123.4,56.0,233.4,6.85,34.7,1
2025-06-30T20:02:04.096440+00:00,119.9,56.1,227.4,6.78,34.7,1
2025-06-30T20:02:05.098649+00:00,119.9,56.3,226.5,6.75,34.4,1
2025-06-30T20:02:06.099156+00:00,116.0,56.5,217.9,6.93,34.1,1
2025-06-30T20:02:07.102027+00:00,118.7,56.8,214.0,7.07,33.9,1
2025-06-30T20:02:08.104763+00:00,122.2,57.0,210.6,6.97,34.0,1
2025-06-30T20:02:09.106467+00:00,124.1,56.8,203.9,6.91,34.6,1
2025-06-30T20:02:12.251227+00:00,123.2,56.8,200.1,6.85,35.3,1
2025-06-30T20:02:13.253210+00:00,119.2,57.0,203.9,6.93,34.6,1
2025-06-30T20:02:14.255306+00:00,116.7,56.9,204.3,7.0,34.3,1
2025-06-30T20:02:15.256437+00:00,116.0,56.8,212.7,7.06,34.0,1
2025-06-30T20:02:16.258469+00:00,119.2,56.9,222.2,6.96,33.7,1
2025-06-30T20:02:17.260173+00:00,117.6,56.7,226.8,6.84,33.1,1
2025-06-30T20:02:18.262322+00:00,112.7,57.0,236.1,6.68,32.5,1
2025-06-30T20:02:19.262898+00:00,117.0,57.0,233.0,6.54,32.7,1
2025-06-30T20:02:20.265008+00:00,119.4,57.3,239.7,6.52,32.7,1
2025-06-30T20:02:21.267493+00:00,121.3,57.6,245.3,6.56,32.6,1
2025-06-30T20:02:24.513676+00:00,125.4,57.9,236.4,6.5,33.1,1
2025-06-30T20:02:25.516636+00:00,129.1,58.0,233.8,6.56,33.6,1
2025-06-30T20:02:26.517720+00:00,132.6,57.9,241.8,6.53,33.7,1
2025-06-30T20:02:27.519754+00:00,128.6,57.8,232.7,6.43,33.1,1
2025-06-30T20:02:28.520219+00:00,125.7,58.1,228.8,6.29,33.0,1
2025-06-30T20:02:29.521349+00:00,122.7,58.3,222.8,6.21,32.4,1
2025-06-30T20:02:30.522891+00:00,120.3,58.2,213.4,6.38,32.9,1
2025-06-30T20:02:31.523940+00:00,123.1,57.9,206.2,6.24,32.3,1
2025-06-30T20:02:32.524942+00:00,121.9,58.0,203.6,6.09,31.9,1
2025-06-30T20:02:33.526447+00:00,124.9,58.3,199.7,6.18,31.6,1
2025-06-30T20:02:37.634233+00:00,125.2,58.2,194.7,6.05,31.5,1
2025-06-30T20:02:38.635580+00:00,124.3,58.2,196.0,6.08,31.6,1
2025-06-30T20:02:39.637157+00:00,121.8,58.1,188.3,6.24,32.2,1
2025-06-30T20:02:40.638055+00:00,122.2,58.3,188.6,6.43,31.5,1
2025-06-30T20:02:41.642060+00:00,124.6,58.0,187.7,6.59,31.2,1
2025-06-30T20:02:42.643118+00:00,127.4,58.0,184.0,6.59,31.2,1
2025-06-30T20:02:43.644396+00:00,127.4,57.9,193.7,6.52,31.3,1
2025-06-30T20:02:44.646131+00:00,123.1,58.2,197.2,6.52,30.9,1
2025-06-30T20:02:45.647852+00:00,127.0,58.1,196.8,6.48,30.3,1
2025-06-30T20:02:46.648851+00:00,129.7,58.2,203.4,6.49,30.5,1
2025-06-30T20:02:50.797444+00:00,132.0,58.3,203.9,6.35,30.0,1
2025-06-30T20:02:51.799242+00:00,127.9,58.3,199.1,6.36,29.7,1
2025-06-30T20:02:52.800406+00:00,123.0,58.3,204.2,6.4,29.9,1
2025-06-30T20:02:53.801387+00:00,119.8,58.1,200.6,6.58,29.4,1
2025-06-30T20:02:54.804928+00:00,116.5,58.4,198.6,6.77,29.0,1
2025-06-30T20:02:55.805984+00:00,112.5,58.4,207.5,6.58,28.4,1
2025-06-30T20:02:56.807557+00:00,108.7,58.2,214.9,6.59,27.9,1
2025-06-30T20:02:57.808929+00:00,106.5,58.2,217.8,6.42,27.6,1
2025-06-30T20:02:58.809929+00:00,110.6,58.0,210.5,6.35,27.8,1
2025-06-30T20:02:59.811249+00:00,109.3,58.3,205.9,6.24,27.2,1
2025-06-30T20:03:03.752041+00:00,107.1,58.2,206.3,6.09,26.5,1
2025-06-30T20:03:04.752250+00:00,109.8,58.0,211.5,6.24,26.1,1
2025-06-30T20:03:05.758342+00:00,110.1,58.3,215.0,6.05,26.6,1
2025-06-30T20:03:06.760379+00:00,111.6,58.3,215.1,6.11,26.2,1
2025-06-30T20:03:07.761387+00:00,113.3,58.6,217.6,6.11,26.1,1
2025-06-30T20:03:08.765831+00:00,109.7,58.5,218.1,6.28,25.9,1
2025-06-30T20:03:09.766595+00:00,107.2,58.4,210.3,6.41,25.6,1
2025-06-30T20:03:10.767885+00:00,106.8,58.5,216.3,6.4,25.4,1
2025-06-30T20:03:11.777324+00:00,102.0,58.5,210.2,6.22,24.9,1
2025-06-30T20:03:12.779731+00:00,101.3,58.3,201.8,6.3,25.2,1
2025-06-30T20:03:17.096183+00:00,105.4,58.2,206.5,6.23,24.9,1
2025-06-30T20:03:18.096700+00:00,104.5,58.3,201.2,6.42,25.0,1
2025-06-30T20:03:19.098785+00:00,108.6,58.5,201.7,6.34,24.8,1
2025-06-30T20:03:20.100322+00:00,105.6,58.4,209.3,6.29,24.7,1
2025-06-30T20:03:21.101560+00:00,105.2,58.4,212.8,6.24,25.1,1
2025-06-30T20:03:22.102807+00:00,109.1,58.2,220.2,6.24,25.4,1
2025-06-30T20:03:23.104803+00:00,111.0,57.9,221.3,6.08,25.9,1
2025-06-30T20:03:24.106993+00:00,111.1,57.7,219.6,6.14,26.3,1
2025-06-30T20:03:25.107572+00:00,111.1,57.8,229.5,6.22,26.3,1
2025-06-30T20:03:26.108886+00:00,107.5,57.7,220.1,6.27,26.1,1
2025-06-30T20:03:29.456831+00:00,106.2,57.7,225.8,6.34,26.4,1
2025-06-30T20:03:30.457711+00:00,107.2,58.0,231.7,6.16,26.9,1
2025-06-30T20:03:31.458268+00:00,108.1,57.9,232.6,6.07,27.0,1
2025-06-30T20:03:32.459474+00:00,107.2,58.2,230.9,5.88,27.0,1
2025-06-30T20:03:33.460162+00:00,105.0,58.2,233.1,5.83,26.8,1
2025-06-30T20:03:34.461672+00:00,101.5,58.2,233.3,5.85,27.1,1
2025-06-30T20:03:35.462716+00:00,97.7,58.3,238.3,6.0,27.1,1
2025-06-30T20:03:36.463569+00:00,96.5,58.2,243.1,6.14,27.0,1
2025-06-30T20:03:37.464892+00:00,97.5,58.1,237.2,6.32,27.6,1
2025-06-30T20:03:38.465625+00:00,97.0,58.0,237.7,6.48,27.2,1
2025-06-30T20:03:41.853240+00:00,93.7,57.9,242.6,6.55,27.0,1
2025-06-30T20:03:42.854037+00:00,90.8,57.7,242.3,6.72,27.2,1
2025-06-30T20:03:43.854492+00:00,86.2,57.7,238.7,6.88,27.9,1
2025-06-30T20:03:44.855383+00:00,90.9,57.9,233.4,7.04,27.8,1
2025-06-30T20:03:45.856662+00:00,89.2,57.7,243.2,6.92,27.5,1
2025-06-30T20:03:46.858044+00:00,86.6,57.9,239.8,6.87,27.3,1
2025-06-30T20:03:47.859335+00:00,82.1,58.0,237.2,6.74,26.9,1
2025-06-30T20:03:48.860514+00:00,80.5,57.9,231.9,6.58,26.6,1
2025-06-30T20:03:49.861227+00:00,78.6,57.7,223.8,6.43,27.3,1
2025-06-30T20:03:50.862346+00:00,76.8,57.6,218.1,6.52,26.9,1
2025-06-30T20:03:54.439687+00:00,72.2,57.5,214.6,6.38,27.5,1
2025-06-30T20:03:55.441006+00:00,68.8,57.4,214.9,6.21,26.8,1
2025-06-30T20:03:56.442348+00:00,66.9,57.4,220.7,6.38,26.6,1
2025-06-30T20:03:57.443334+00:00,67.3,57.2,228.6,6.47,26.7,1
2025-06-30T20:03:58.444476+00:00,65.8,57.2,222.2,6.67,26.9,1
2025-06-30T20:03:59.446324+00:00,70.5,57.2,223.4,6.79,27.4,1
2025-06-30T20:04:00.448042+00:00,67.8,57.4,227.3,6.8,27.2,1
2025-06-30T20:04:01.450031+00:00,68.1,57.5,231.7,6.89,27.9,1
2025-06-30T20:04:02.452898+00:00,71.6,57.7,240.6,6.98,28.2,1
2025-06-30T20:04:03.455177+00:00,70.3,57.9,231.1,7.02,27.7,1
2025-06-30T20:04:06.550404+00:00,68.7,58.1,227.8,7.01,28.1,1
2025-06-30T20:04:07.552288+00:00,72.1,58.2,219.5,6.82,28.6,1
2025-06-30T20:04:08.555421+00:00,77.1,58.0,211.3,6.93,28.0,1
2025-06-30T20:04:09.557217+00:00,79.0,58.2,203.4,6.79,28.1,1
2025-06-30T20:04:10.559874+00:00,75.0,58.4,212.4,6.83,27.9,1
2025-06-30T20:04:11.561490+00:00,76.1,58.4,220.3,6.97,27.7,1
2025-06-30T20:04:12.563282+00:00,71.5,58.3,217.8,7.16,28.0,1
2025-06-30T20:04:13.564512+00:00,72.3,58.2,214.7,7.1,28.1,1
2025-06-30T20:04:14.566792+00:00,73.8,58.0,223.6,7.1,27.4,1
2025-06-30T20:04:15.567894+00:00,70.7,57.9,228.7,7.27,28.0,1
2025-06-30T20:04:18.773314+00:00,66.3,57.8,234.4,7.16,27.6,1
2025-06-30T20:04:19.775294+00:00,63.6,58.0,236.7,7.2,27.6,1
2025-06-30T20:04:20.776533+00:00,66.3,58.0,241.1,7.22,27.9,1
2025-06-30T20:04:21.777853+00:00,61.9,57.9,232.5,7.23,28.3,1
2025-06-30T20:04:22.779570+00:00,64.4,57.7,227.7,7.43,28.6,1
2025-06-30T20:04:23.781405+00:00,67.1,57.5,234.5,7.61,29.1,1
2025-06-30T20:04:24.783633+00:00,65.8,57.3,240.1,7.56,28.7,1
2025-06-30T20:04:25.784550+00:00,63.0,57.0,244.8,7.48,28.7,1
2025-06-30T20:04:26.785876+00:00,59.7,57.2,249.0,7.62,28.1,1
2025-06-30T20:04:27.787749+00:00,59.8,57.5,244.8,7.49,28.4,1
2025-06-30T20:04:30.883944+00:00,58.3,57.2,237.9,7.66,28.6,1
2025-06-30T20:04:31.885307+00:00,61.1,57.1,240.6,7.62,29.2,1
2025-06-30T20:04:32.886713+00:00,63.1,57.3,232.1,7.69,28.5,1
2025-06-30T20:04:33.887784+00:00,67.0,57.2,234.0,7.7,28.3,1
2025-06-30T20:04:34.889837+00:00,71.6,57.0,236.8,7.7,28.3,1
2025-06-30T20:04:35.892544+00:00,69.7,57.3,239.5,7.89,28.1,1
2025-06-30T20:04:36.895082+00:00,66.8,57.5,236.6,7.75,28.6,1
2025-06-30T20:04:37.896877+00:00,67.5,57.7,233.2,7.63,28.9,1
2025-06-30T20:04:38.898326+00:00,72.0,57.7,238.1,7.47,29.1,1
2025-06-30T20:04:39.900116+00:00,74.9,57.9,236.7,7.44,29.2,1
2025-06-30T20:04:43.079455+00:00,76.1,58.1,233.0,7.26,29.1,1
2025-06-30T20:04:44.081005+00:00,78.2,57.9,225.5,7.3,29.6,1
2025-06-30T20:04:45.082654+00:00,76.9,57.7,216.7,7.42,29.7,1
2025-06-30T20:04:46.083053+00:00,80.7,57.8,222.4,7.26,29.5,1
2025-06-30T20:04:47.085134+00:00,82.3,57.6,228.3,7.28,29.5,1
2025-06-30T20:04:48.086890+00:00,86.8,57.4,227.6,7.15,28.9,1
2025-06-30T20:04:49.088876+00:00,90.2,57.2,232.6,7.32,29.2,1
2025-06-30T20:04:50.091759+00:00,88.2,57.4,228.3,7.15,28.6,1
2025-06-30T20:04:51.092083+00:00,84.2,57.2,224.5,7.33,27.9,1
2025-06-30T20:04:52.094649+00:00,87.1,57.0,230.9,7.4,28.6,1
2025-06-30T20:04:55.230944+00:00,86.9,57.0,235.1,7.39,28.1,1
2025-06-30T20:04:56.231972+00:00,82.0,56.9,235.7,7.38,28.8,1
2025-06-30T20:04:57.232900+00:00,77.8,57.1,233.6,7.35,28.5,1
2025-06-30T20:04:58.234834+00:00,73.7,56.9,223.8,7.4,28.2,1
2025-06-30T20:04:59.237091+00:00,75.6,57.0,216.6,7.39,28.8,1
2025-06-30T20:05:00.238477+00:00,79.9,57.2,218.0,7.36,29.3,1
2025-06-30T20:05:01.240156+00:00,83.4,57.3,210.2,7.46,29.5,1
2025-06-30T20:05:02.242536+00:00,79.8,57.5,211.5,7.33,30.1,1
2025-06-30T20:05:03.243773+00:00,80.5,57.7,213.4,7.47,30.0,1
2025-06-30T20:05:04.245524+00:00,77.3,57.6,214.6,7.47,30.7,1
2025-06-30T20:05:07.358866+00:00,81.0,57.9,215.5,7.54,31.0,1
2025-06-30T20:05:08.360346+00:00,82.1,58.0,223.4,7.54,30.7,1
2025-06-30T20:05:09.362351+00:00,86.2,58.3,231.9,7.57,30.6,1
2025-06-30T20:05:10.364391+00:00,84.2,58.1,237.4,7.46,30.4,1
2025-06-30T20:05:11.365215+00:00,83.8,58.1,238.9,7.35,30.5,1
2025-06-30T20:05:12.368376+00:00,80.4,58.0,238.4,7.41,30.6,1
2025-06-30T20:05:13.371030+00:00,79.5,58.0,241.7,7.28,30.4,1
2025-06-30T20:05:14.371945+00:00,79.2,58.2,237.3,7.27,30.3,1
2025-06-30T20:05:15.372061+00:00,78.6,58.4,236.1,7.43,30.0,1
2025-06-30T20:05:16.373489+00:00,77.2,58.6,231.8,7.25,29.7,1
2025-06-30T20:05:19.504880+00:00,74.8,58.5,237.5,7.45,29.0,1
